Category,Sub Category,Product_id,Product_name,Price,Rating_value,Rating_count,Frequently_bought_together
Sách tiếng Việt ,Sách văn học,480212,Lâu Đài (Tái Bản 2018),78000,4.6,12,None
Sách tiếng Việt ,Sách văn học,584833,Tuyển Tập O’ Henry,45000,4,21,459771;596833;553450;422793;
Sách tiếng Việt ,Sách thiếu nhi ,646706,"Phát Triển Trí Não Sớm Cho Trẻ 0-2 Tuổi - Lăn, Lăn, Lăn",51200,4.7,8,646713;646707;646708;646712;
Sách Thường Thức - Đời Sống,Sách Nấu ăn,1724181,Bakingfun – Mùi Của Bếp,166500,4.6,12,1686717;1687193;1585525;702276;
Sách tiếng Việt ,Sách văn học,478457,Gặp Lại Chốn Hồng Trần Sâu Nhất,75600,4.6,7,464998;646705;430075;395773;
Sách tiếng Việt ,Sách Tâm lý - Giới tính,646640,30 Ngày Cùng Con Học Hiểu Về Chống Xâm Hại,51750,4.8,12,455406;374797;787803;558299;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",997001,Văn Hào Lưu Lạc (Tập 2),26250,4.8,13,996815;1199401;980282;1210031;
Sách văn học,Văn học Việt Nam,980920,Quân Vương,120000,4.8,9,980922;980916;575441;712820;
Văn học nước ngoài,Tiểu thuyết ,709099,Vương Bất Kiến Vương (Tập 1),55250,4.8,15,927132;1069766;834056;
Sách tiếng Việt ,Sách văn học,468625,Con Bim Trắng Tai Đen (Tái Bản 2017),51000,4.9,12,569454;396499;379474;
Văn phòng phẩm - Quà lưu niệm,Bút Chì Màu - Bút Lông Màu - Sáp Màu,393608,Cọ Vẽ Edu3 Taklon Đầu Tròn #4 - 9107004,23000,4.8,16,None
Sách tiếng Việt ,Sách văn học,546622,Bố Già (Đông A),88000,4.5,22,None
Sách tiếng Việt ,Sách văn học,478978,Combo Những Câu Chuyện Chạm Đến Trái Tim (Trọn Bộ 4 Cuốn),207000,4.5,22,490945;530005;480422;485345;
Sách tiếng Việt ,Sách Tham Khảo,553368,Những Bài Văn Nghị Luận Xã Hội Chọn Lọc,36000,4.8,14,None
Sách tiếng Việt ,Sách văn học,540747,Khi Loài Cá Biến Mất,106400,5,10,461675;448145;451197;523820;
Sách thiếu nhi ,Truyện tranh Ehon,2073421,Ehon Nhật Bản 0 - 6 Tuổi: Chơi Cùng Giri Chú Bé Cơm Nắm - Cùng Các Bạn Đội Mũ Nào!,21750,4.5,2,2073417;2073423;2073419;2063593;
Sách tiếng Việt ,Sách văn học,550345,Hạnh Phúc Không Dành Cho Tình Nhân (Tái Bản),51100,4.3,10,458968;435102;436541;
Sách tiếng Việt ,Sách văn học,531103,Không Gia Đình (Khang Việt),72000,4.3,27,533107;600423;543206;626886;
Test Preparation,TOEIC Books,753363,Starter Toeic Third Edition (Kèm 3CD),115000,5,7,753333;393972;334379;333043;
Bút - Viết các loại,Bút Chì - Ruột Bút Chì,641944,Vỉ 4 Cây Bút Chì Gỗ Đen 2B Hutis PC-8800,20000,5,6,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,809043,Tâm Sáng Dung Mạo Sáng,68000,4.7,14,950927;950925;1060852;568131;
Sách kinh tế,Sách kỹ năng làm việc,1933181,Quản Lý Nghiệp (Tái Bản),34300,5,4,1933183;1938895;1892763;1826115;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",1069556,Shin - Cậu Bé Bút Chì 5 (Bản Đặc Biệt),13000,5,3,828623;689635;414720;421496;
Sách Bà mẹ - Em bé,Sách Kiến Thức - Kỹ Năng Cho Trẻ,1383705,Nói Sao Cho Trẻ Chịu Học Ở Nhà Và Ở Trường (Tái Bản 2017),94000,5,1,1383707;1363583;1363589;1363581;
Văn học nước ngoài,Truyện kinh dị,3306993,Mỗi Đêm Một Truyện Kinh Dị – Tập 3,103500,5,1,None
Sách tiếng Việt ,Sách kỹ năng - Sống đẹp,355026,5 Ngôn Ngữ Tình Yêu - Dành Cho Bạn Trẻ (Tái Bản),49640,3,3,355040;498678;345435;
Sách tiếng Việt ,Sách kinh tế,574809,"Đừng Hành Xử Như Người Bán, Hãy Suy Nghĩ Tựa Người Mua (Tái Bản)",78750,0,0,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3830781,Tiểu Hòa Thượng – Tập 21,16020,0,0,None
Sách Bà mẹ - Em bé,Sách Làm Cha Mẹ,2823885,Phương Pháp Nuôi Dạy Con Trai,36000,0,0,None
Sách tiếng Việt ,Sách Kiến Thức Tổng Hợp,684696,Tứ Thư Bình Giải,476000,4.9,12,540532;540544;534330;479159;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",463794,Mix (Tập 1),9000,4.8,4,None
Văn học nước ngoài,Huyền bí - Giả tưởng,1069446,Nữ Hoàng Bọ Cánh Cứng,73500,4.8,5,900750;900894;900990;828621;
Sách tiếng Việt ,Sách kinh tế,400324,Cẩm Nang Quản Trị Kho Hàng,60000,4.8,5,None
Sách văn học,Tiểu thuyết tình cảm,816166,Nữ Thần Diễn Xuất - Tập 1,91000,4.7,17,1068062;693388;691899;1069438;
Văn phòng phẩm - Quà lưu niệm,Sổ Tay Các Loại,422803,Sổ Tay Sài Gòn In My Heart - Bưu Điện Thành Phố,41000,4.7,17,None
Sách tiếng Việt ,Sách văn học,393585,Tôi là Gay,31499,4.4,22,484641;368220;368135;430417;
Văn học nước ngoài,Trinh thám - Phiêu lưu,2067475,Ám Ảnh Đen,79200,3.7,7,1944329;1950455;1950457;1950447;
Sách tiếng Việt ,Sách Lịch sử,413442,Sử Ký (Bản Kỷ),78840,4.8,11,543031;574759;420274;535994;
Sách văn học,Tiểu sử - Hồi ký,958080,Phải Sống,96600,2,1,872320;745726;885372;879684;
Máy Tính Điện Tử,Phụ Kiện Trang Trí Máy Tính,785338,Decal Máy Tính Casiofx BTS FBT-019,25000,4.4,12,None
Sách tiếng Việt ,Sách Thường Thức - Đời Sống,450669,Ready To Cook - Bí Mật Cookies,90300,4.5,20,520247;445058;436579;473756;
Văn phòng phẩm - Quà lưu niệm,Sổ Tay Các Loại,484261,Sổ Lò Xo Notebook Minh Long - Freedom & Happy,28000,4.3,16,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1572633,Bạn Đỡ Ngu Ngơ Rồi Đấy,61800,4.1,10,1534707;1530023;1529965;1592305;
Sách tiếng Việt ,Sách thiếu nhi ,418302,"Tuyển Tập Bài Thơ, Bài Hát Và Câu Đố Hay Cho Bé",36000,4.8,11,626907;626902;626899;
Bút - Viết các loại,Bút vẽ trên vải,410792,Bút Vẽ Trên Vải Marvy - 560-6B (Hộp 6 Cây),66000,4.4,23,None
Sách tiếng Việt ,Sách Lịch sử,609135,Lược Sử Nước Việt Bằng Tranh (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng),137200,4.6,16,638889;637717;727111;
Sách tiếng Việt ,Sách văn học,436566,Chí Dị Huyền Nghi Hệ Liệt - Dạ Đàm Bồng Lai Điếm,44250,4.5,21,420141;423985;423978;
Văn học nước ngoài,Truyện ngắn,1339535,Bình Thản Yêu Trong Thế Giới Hỗn Loạn,72000,4.8,9,1348803;1000783;1191583;1275939;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414755,Thám Tử Lừng Danh Conan Tập 3 (Tái Bản 2014),16020,4.4,15,414720;414741;414863;414897;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",444909,Shin - Cậu Bé Bút Chì (Truyện Dài) - Tập 11: Ẩm Thực Đường Phố,16020,4.9,11,396541;396512;446624;439453;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414908,Thám Tử Lừng Danh Conan Tập 60 (Tái Bản 2014),16020,4.6,15,414825;419514;414738;421496;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,411811,Tuyển Chọn Đề Thi Olympic Tiếng Anh Lớp 11,37500,4.6,15,462200;468558;403875;452492;
Sách tiếng Việt ,Sách văn học,441383,Scaramouche - Kiếm Sĩ Không Trái Tim,75000,4.7,16,389036;493004;471332;
Sách văn học,Truyện trinh thám,646673,Ánh Sáng Thành Phố,114000,4.4,10,434747;1059658;683219;646151;
Sách tiếng Việt ,Sách văn học,558048,Những Thử Thách Của Apollo (Phần 1) - Sấm Truyền Bí Ẩn,79100,4.9,9,573641;568519;544444;487401;
Sách tiếng Việt ,Sách văn học,362129,Thanh Gươm Công Lý (Tiểu Thuyết),70200,5,12,366168;384794;340381;403540;
Sách tiếng Việt ,Sách văn học,427092,"Hãy Nói Yêu Thôi, Đừng Nói Yêu Mãi Mãi - Trái Tim Tỉnh Thức",46500,4.6,18,419973;408467;430492;445612;
Sách tiếng Việt ,Sách văn học,415733,Quý Ông Hoàn Hảo,69300,4.6,18,485634;414308;440059;485636;
Sách tiếng Việt ,Sách văn học,366967,Quyền Lực Đích Thực (Tái Bản),66000,5,5,452206;451112;610609;646705;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,402807,Tài Liệu Luyện Thi Năng Lực Tiếng Nhật N3 (Kèm CD Hoặc Dùng App),59000,4.7,14,532144;396653;444600;
Sách kinh tế,Bài học kinh doanh,1006403,Dữ Liệu Lớn,110000,5,3,1063974;1063972;1080548;1006207;
Sách tiếng Việt ,Sách thiếu nhi ,370172,Cùng Chơi Với Bé - Xin Chào! Xin Chào!,38000,4.6,14,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,3048357,Kỷ Luật = Tự Do,63000,0,0,None
Sách tiếng Việt ,Sách kinh tế,361875,100 Ý Tưởng PR Tuyệt Hay,74100,3.8,19,428478;399620;376114;
Văn học nước ngoài,Tiểu thuyết ,1005224,Hồi Sinh Từ Kiếp Quỷ,94500,4.6,9,914000;913878;913860;760753;
Văn phòng phẩm - Quà lưu niệm,Máy Tính Điện Tử,566322,Máy Tính Để Bàn Casio MX-12B,162000,4.6,9,None
Sách tiếng Việt ,Sách thiếu nhi ,419748,Cẩm Nang Sinh Hoạt Bằng Tranh Cho Bé (Tập 2) - Kĩ Năng Khi Ăn Uống,25000,4.2,6,419751;419753;419757;434080;
Sách tiếng Việt ,Sách văn học,362811,Truyền Thuyết Thần Thoại Trung Quốc,57600,4.7,12,322156;450044;338367;456073;
Bút - Viết các loại,Bút Lông Dầu - Bút Lông Bảng,93425,Bút Viết Bảng Artline EK - 500A,28000,4.7,12,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414872,Thám Tử Lừng Danh Conan Tập 50 (Tái Bản 2014),16020,4.6,15,414761;414745;414921;414711;
Sách tiếng Việt ,Sách thiếu nhi ,418839,10 Vạn Câu Hỏi Vì Sao - Vũ Trụ Thần Bí,29250,4.9,8,None
Sách tiếng Việt ,Sách Tham Khảo,483785,Luyện Siêu kỹ Năng - Chuyên Đề Đọc Hiểu Văn Bản (Môn Ngữ Văn),83400,4.3,26,483761;469346;469324;
Sách văn học,Tiểu thuyết tình cảm,602806,Bệnh Công Chúa,65700,4.5,18,606160;832287;602763;1029420;
Sách tiếng Việt ,Sách văn học,579936,Ánh Sáng Vô Hình (Tái Bản 2018),104250,4.9,10,385824;525352;413437;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1816037,Đừng Để Tương Lai Ghét Bạn Hiện Tại,72000,4.2,14,None
Sách tiếng Việt ,Sách văn học,359553,50 Sắc Thái - Tự Do (Tái Bản 2014),126750,3.8,47,359551;451109;424321;456657;
Sách tiếng Việt ,Sách văn học,422118,Thép Đã Tôi Thế Đấy,77000,4.5,19,556872;543312;488165;439401;
Sách tiếng Việt ,Sách Bà mẹ - Em bé,394047,Thấu Hiểu Và Hỗ Trợ Trẻ Tự Kỷ,69000,4.5,14,507325;507317;342369;
Sách Lịch sử,Lịch Sử Thế Giới,2126087,Danh Tướng - Các Nhà Cầm Quân Vĩ Đại Nhất Trong Lịch Sử,375000,4.4,12,1747345;1339059;985467;1367807;
Sách tiếng Việt ,Sách Bà mẹ - Em bé,440766,Nuôi Dạy Con Theo Phương Pháp Montessori,90000,4.4,5,369108;340208;340038;532292;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",393908,Doraemon - Truyện Dài - Tập 22 - Nobita Và Vương Quốc RôBốt (2014),14240,4.8,12,393907;393911;393931;393902;
Sách Tham Khảo,Combo Sách Tham Khảo,705503,Combo 5 Cuốn Cùng Khủng Long Học Tiếng Anh Theo Chủ Đề (Tặng kèm Sổ Tay Ma Thuật A4 Magic Rainbow Notebook),360000,4.8,9,816802;816980;816850;816896;
Sách tiếng Việt ,Sách thiếu nhi ,373765,100 Câu Chuyện Hay Dành Cho Bé Gái,42000,4.5,8,442114;450735;433294;373288;
Văn học thiếu nhi,Văn học Việt Nam,749613,Góc Sân Và Khoảng Trời - Phiên Bản Đặc Biệt,165000,4.7,7,601494;916844;1215681;1215679;
Sách tiếng Việt ,Sách văn học,342797,Nanh Trắng (Bản Mới 2011),42000,4.4,22,451932;338843;425734;
Sách thiếu nhi ,Mẫu giáo (0 - 6 tuổi),566075,Bộ Sách Rèn Luyện Trí Thông Minh - Phát Triển Trí Tuệ 1088 Câu Đố - Dành Cho Trẻ Từ 4 Đến 5 Tuổi (Tập 3),31500,3.5,2,566078;566072;571117;625351;
Sách tiếng Việt ,Sách kinh tế,548026,Để Ngôn Từ Trở Thành Sức Mạnh,37100,3.7,6,548016;569636;505601;548033;
Sách tiếng Việt ,Sách Bà mẹ - Em bé,486359,Nuôi Dạy Con Kiểu Nhật Bản (Tập 2),63750,4.5,4,416005;416009;398284;532276;
Sách tiếng Việt ,Sách văn học,552919,"Lũ Ngốc, Bài Thi Và Linh Thú Triệu Hồi (Tập 3)",49000,4.8,14,552920;575359;526326;541521;
Văn học Việt Nam,Truyện ngắn – Tản văn ,951270,Dù Thế Nào Cũng Phải Đi,41400,4.3,20,824170;568846;938522;
Sách tiếng Việt ,Sách thiếu nhi ,533923,Ehon Nhật Bản - Dắt Bò Đi Dạo,24300,4.9,6,None
Sách tiếng Việt ,Sách kinh tế,343014,PQ - Chỉ Số Đam Mê,66600,4.5,15,None
Sách tiếng Việt ,Sách văn học,392495,Chiến Binh Của Công Chúa,76300,4.6,19,356362;549800;458023;
Sách tiếng Việt ,Sách văn học,573638,"Dù Thế Nào Cũng Phải Sống, Bởi Chúng Ta Chỉ Sống Một Lần",68820,5,8,720024;549891;900020;569312;
Sách Lịch sử,Lịch Sử Thế Giới,985467,Tư Trị Thông Giám (Tập 1),167300,5,8,951003;1084816;1067724;1367807;
Sách tiếng Việt ,Sách Kiến Thức Tổng Hợp,462102,Lịch Sử Triết Học Phương Đông Viết Cho Thanh Thiếu Niên,90000,4.4,18,506181;506183;487734;438456;
Sách văn học,Truyện trinh thám,434170,Thời Khắc Định Mệnh,68640,4,29,450679;450685;434171;615837;
Sách tiếng Việt ,Sách văn học,402483,Lụa (Tái Bản 2014),26250,4.6,18,None
Sách tiếng Việt ,Sách Lịch sử,555357,Bão Táp Triều Trần,562500,4.6,18,575950;443956;571877;
Sách tham khảo cấp III,Sách Tham Khảo Lớp 10,2463209,Mega XOY Học Nhanh Phương Pháp Giải Nhanh Vật Lý Trắc Nghiệm (Sổ Tay Nhỏ Gọn),47600,4.3,4,None
Sách tiếng Việt ,Sách Kiến Thức Tổng Hợp,601784,Kinh Dịch Đạo Của Người Quân Tử,125000,5,5,None
Sách kỹ năng - Sống đẹp,Sách nghệ thuật sống đẹp,2167291,Trách Đời Ngang Trái? Do Mình Chứ Ai!,61500,5,3,2190513;2186179;2207931;
Sách tiếng Việt ,Sách Tôn Giáo - Tâm Linh,1008713,Vô Ngã Vô Ưu (Tái Bản),51000,5,1,602661;582420;847705;908594;
Sách tiếng Việt ,Sách Bà mẹ - Em bé,573648,Phương Pháp Dạy Con Không Đòn Roi,87200,3,1,557049;436544;425939;493177;
Sách tiếng Việt ,Sách Tham Khảo,552830,Cùng Khủng Long Học Tiếng Anh Theo Chủ Đề Lớp 2,60840,4.6,5,552833;552840;552820;557038;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414720,Thám Tử Lừng Danh Conan Tập 7 (Tái Bản 2014),16020,4.6,9,414722;414761;414755;414863;
Sách tiếng Việt ,Sách kinh tế,494080,Nghĩ Lớn Để Thành Công (Tái Bản 2016),75600,4.6,10,555359;485527;543103;
Văn học nước ngoài,Tiểu thuyết ,1457789,Đừng Tự Dối Mình,60199,4.7,13,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1590661,Thế Giới Quả Là Rộng Lớn Và Có Rất Nhiều Việc Phải Làm (Tái Bản 2018),89000,4.2,6,1582323;1582321;1559503;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",1985749,Hồ Sơ Mật - Tập 1 (Mới),35000,4.7,12,1985751;1985753;1985745;1985755;
Sách tiếng Việt ,Sách văn học,470557,Rump - Cậu Bé Xe Rơm Thành Vàng,48000,4.2,7,534902;527007;556610;543051;
Sách tiếng Việt ,Sách thiếu nhi ,451549,Chuyện Kể Về Danh Nhân Thế Giới: Who? Louis Pasteur,34000,4.3,11,423833;451553;423834;423829;
Văn phòng phẩm - Quà lưu niệm,Dụng Cụ Văn Phòng,122068,Bìa 2 Còng Plus  A4S 26mm,32000,4.4,14,None
Sách tham khảo cấp III,Sách Tham Khảo Lớp 10,1600101,Làm Chủ Kiến Thức Ngữ Văn Lớp 9 Luyện Thi Vào 10 (Phần 2): Tiếng Việt - Tập Làm Văn,62300,4.8,4,1600099;873852;873858;1657989;
Sách kinh tế,"Sách tài chính, tiền tệ",826339,Cẩm Nang Chứng Khoán Phái Sinh,139300,4.8,4,1024070;1024068;691996;
Sách tiếng Việt ,Sách thiếu nhi ,419757,Cẩm Nang Sinh Hoạt Bằng Tranh Cho Bé (Tập 4) - Kĩ Năng Giao Tiếp,25000,4,3,419751;419748;419753;434080;
Sách tiếng Việt ,Sách văn học,400241,Tiếng Thời Gian Du Dương,81750,3.9,21,386918;415999;493776;360994;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,599052,Thuật Yêu Đương,62000,4.8,5,705797;599087;582439;599037;
Sách tiếng Việt ,Sách văn học,435184,Chuyện Tình Paris (Tập 1),62300,4.4,22,415733;440059;369924;362874;
Sách tiếng Việt ,Sách kinh tế,460555,Mã Vân - Triết Lý Sống Của Tôi,112000,4.4,15,549666;599807;531202;
Sách tiếng Việt ,Sách Chính Trị - Pháp Lý,494405,Để Gió Cuốn Đi (Tự Truyện Của Nghệ Sĩ Ái Vân),117600,4.6,17,856281;448628;416499;
Sách tiếng Việt ,Sách kinh tế,362141,Để Hôm Nay Trở Thành Kiệt Tác,36000,4.4,19,None
Văn học Việt Nam,Truyện ngắn – Tản văn ,2393067,Giá Như Mình Vẫn Còn Bên Nhau (Tặng Kèm Bookmark Đôi),59000,4.4,5,2376347;2366135;2366283;
Sách tiếng Việt ,Sách kinh tế,408639,Bản CV Hoàn Hảo (Sách Bỏ Túi) (Tái Bản 2013),34000,4.2,29,None
Sách tiếng Việt ,Sách kinh tế,431076,Tư Duy Đúng Cách - Tư Duy Linh Hoạt,29750,4.9,7,431075;431072;431077;431073;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,459142,Bài Tập Ngữ Pháp Tiếng Anh Căn Bản,66000,4.5,12,468561;499618;379243;
Sách văn học,Tiểu thuyết tình cảm,599973,Cuộc Chiến Siêu Nhiên Giữa Đời Thường (Tập 2),55300,4.8,12,599991;644932;644934;596936;
Sách tiếng Việt ,Sách Tôn Giáo - Tâm Linh,342826,An Lạc Từ Tâm (Tái Bản),39000,4.5,21,None
Văn phòng phẩm - Quà lưu niệm,Flashcards,440213,Flash Card Dạy Trẻ Về Thế Giới Xung Quanh 2 - Cờ Các Nước Châu Á,112000,4.6,11,None
Sách tiếng Việt ,Sách kinh tế,651318,The Account Story - Làm Quảng Cáo Là Làm Gì?,86000,4.3,18,553074;596115;486994;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",348318,Nhóc Miko: Cô Bé Nhí Nhảnh - Tập 11,18000,4.9,12,348333;348336;348331;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",393987,Doraemon - Truyện Dài - Tập 20 - Nôbita Và Truyền Thuyết Vua Mặt Trời (2014),14240,4.9,12,393902;393907;393882;393999;
Văn học nước ngoài,Tiểu thuyết ,657269,Ngăn Kéo Trên Cùng Phần Tăm Tối (Kèm Bookmark),63200,4.4,22,842366;821571;902547;821871;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414741,Thám Tử Lừng Danh Conan Tập 13 (Tái Bản 2014),16020,4.5,14,414863;414755;414773;414866;
Sách tiếng Việt ,Sách văn học,435457,Khi Ta Mơ Quá Lâu,42000,4.3,25,None
Văn phòng phẩm - Quà lưu niệm,Sổ Tay Các Loại,418229,Sổ Tay Sài Gòn In My Heart - Chợ Bến Thành,41000,4.3,25,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",348331,Nhóc Miko: Cô Bé Nhí Nhảnh - Tập 14,18000,4.7,16,None
Sách tiếng Việt ,Sách văn học,459685,Combo Những Cuộc Phiêu Lưu Của Huckleberry Finn + Túp Lều Bác Tôm,138000,4.8,14,462447;459695;462435;462441;
Sách tiếng Việt ,Sách Tâm lý - Giới tính,558299,Tâm Lý Học Trong Nháy Mắt - Tập 3,76300,4.4,10,698600;868249;859059;1016481;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,3559257,Tôi Đã Sinh Ra Một Lần Nữa,41400,5,12,None
Sách kinh tế,Sách kỹ năng làm việc,2429811,Tư Duy Phản Biện,68000,3.3,4,2429951;2452435;2407107;2455541;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,884446,Đắc Nhân Tâm,51000,5,3,911820;391662;403587;723375;
Văn học thiếu nhi,Văn học nước ngoài,2245487,Hoàng Tử Bé (Bìa Mềm),47600,5,2,2247305;2286209;2297655;2297509;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3830783,Chú Thoòng – Tập 24,13350,5,1,None
Sách tiếng Việt ,Sách kinh tế,837604,Dạy Con Làm Giàu (Tập 6),63960,0,0,800672;598974;576378;598975;
Sách kinh tế,Sách Marketing - Bán hàng ,1533433,Đọc Vị Khách Hàng (Tái Bản 2018),48300,0,0,1559501;1590665;1582319;1208783;
Sách Lịch sử,Lịch Sử Việt Nam,1655421,An Nam Truyện,110600,3.8,6,1667501;1508589;859163;
Sách tiếng Việt ,Sách Y Học,340019,Già Ơi... Chào Bạn!,40000,4.9,8,446358;537935;439195;
Sách Bà mẹ - Em bé,Sách Làm Cha Mẹ,852833,Dạy Con Học Nói,270000,4.8,4,708020;799931;970435;
Sách kinh tế,Sách kỹ năng làm việc,2254435,Tôi Đã Kiếm Được 2.000.000 Đô-La Từ Thị Trường Chứng Khoán Như Thế Nào? (Tái Bản 2018),62000,4.7,3,2224909;2224905;2254433;2224907;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",1210033,Hồ Sơ One Piece - Green Secret Pieces,40050,4.9,10,1355415;1264233;1210023;1264235;
Sách tiếng Việt ,Sách văn học,442821,Tường Vi Đêm Đầu Tiên (Tập 2),77000,4.9,13,506562;368369;380512;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,553955,The Langmaster - Giải Thích Ngữ Pháp Tiếng Anh English Grammar,120000,4,21,None
Văn phòng phẩm - Quà lưu niệm,Sổ Tay Các Loại,484255,Sổ Lò Xo Notebook Minh Long - Stay True To You,28000,4.2,22,None
Sách tiếng Việt ,Sách văn học,510482,Nanh Trắng (Khang Việt),42000,4.7,15,510486;528105;523501;403605;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,2299047,Combo Thông Điệp Của Nước (Trọn Bộ 2 Cuốn),89000,4,1,2299077;2299093;2299051;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,3558911,Đi Làm Có Vui Không?,71250,2,1,None
Văn học nước ngoài,Truyện ngắn,1000783,Bong Bóng,57600,4.4,19,1191583;1339535;1348803;1210281;
Sách tiếng Việt ,Sách văn học,447384,Lửa Thiên Đàng (Phần 6 Series Vũ Khí Bóng Đêm),123900,4.5,20,427932;467822;419476;413676;
Sách tiếng Việt ,Sách thiếu nhi ,470709,Bách Khoa Toàn Thư Cho Bé 2 - 3 Tuổi (Trọn Bộ 8 Cuốn),38400,4.9,7,454330;454328;427712;417620;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414726,Thám Tử Lừng Danh Conan Tập 9 (Tái Bản 2014),16020,4.5,12,414706;414880;414886;414707;
Sách kinh tế,Sách khởi nghiệp,833611,Ước Mơ Của Bạn Nhất Định Thành Hiện Thực,39000,4.6,7,704749;1082464;1085384;1052710;
Sách tiếng Việt ,Sách văn học,556286,Tiệm Đồ Cổ Á Xá (Tập 2) (Tặng Kèm Poster),83000,4.5,13,556278;570651;515027;512128;
Văn học nước ngoài,Tiểu thuyết ,988532,Cô Gái Cuối Cùng Của Dòng Họ Stanfield,101250,4.1,11,977658;1013044;988070;970604;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",980064,Cô Dâu Pháp Sư (Tập 4),26250,4.8,15,980274;980282;997001;996815;
Sách tiếng Việt ,Sách văn học,472480,1/2 Hoàng Tử (Tập 6),48750,4.8,15,561923;443069;409539;526326;
Sách tiếng Việt ,Sách kinh tế,426500,PR Từ Chưa Biết Đến Chuyên Gia,55300,4.9,12,None
Sách tiếng Việt ,Sách văn học,562660,Yêu Em Bằng Cả Trái Tim Anh (Tái Bản 2016),105000,4.1,32,434282;534944;455967;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,340878,My first word book- Từ Điển Anh Việt Bằng Hình,60200,4.9,11,347969;344548;344546;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",656902,"Doraemon - Những Câu Nói ""Bất Hủ"" - Cố Lên Nào Nobita! (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng)",48950,3.9,41,466559;656890;466558;393904;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,597621,Thói Quen Thứ 8 (Tái Bản),82000,3.8,4,453515;583317;600549;470173;
Bút - Viết các loại,Bút Xóa - Xóa Kéo,1914723,Bút Xóa Thiên Long CP-02,21000,4,2,None
Fiction - Literature,Action & Adventure,520457,The Complete Sherlock Holmes (2 Volumes),249000,4,21,None
Sách tiếng Việt ,Sách Học Ngoại Ngữ,365800,Collins - Get Ready For IELTS - Writing,115600,4.9,6,365794;437397;405634;365780;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414763,Thám Tử Lừng Danh Conan Tập 66 (Tái Bản 2014),16020,4.4,11,419511;414707;414745;414706;
Sách thiếu nhi ,Truyện kể cho bé,616170,Tình Yêu Của Mẹ,52000,4.9,9,650545;652760;686441;986235;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,851099,Bên Rặng Tuyết Sơn (Tái Bản),50400,5,11,851101;1045666;1204917;618930;
Sách tiếng Việt ,Sách kinh tế,485527,Hẹn Bạn Trên Đỉnh Thành Công (Tái bản 2016),61600,5,11,528456;478008;467815;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,724736,Quick English – Nói Tiếng Anh Cấp Tốc,157900,5,8,724824;582191;619075;547134;
Sách tiếng Việt ,Sách văn học,469948,Tôi Cứ Nghĩ Yêu Là Để Hạnh Phúc,49200,3.8,54,425054;436543;550537;410049;
Văn học nước ngoài,Truyện ngắn,2393623,Nếu Gặp Người Ấy Cho Tôi Gửi Lời Chào (Tái Bản),71540,4.3,4,2393621;2393627;2393625;2357769;
Văn học nước ngoài,Tiểu thuyết ,2695233,Mắt Bão,107000,5,5,None
