Category,Sub Category,Product_id,Product_name,Price,Rating_value,Rating_count,Frequently_bought_together
Sách thiếu nhi ,Truyện tranh Ehon,2140049,Combo 5 cuốn sách Ekidar 3D Ehon Phía sau lưng bạn là ai thế?,99000,3.5,2,None
Sách Kiến Thức Tổng Hợp,Kiến Thức Bách Khoa,3480269,Cẩm Nang Nghiên Cứu Khoa Học Từ Ý Tưởng Đến Công Bố,87000,3.5,2,None
Sách văn học,Truyện trinh thám,1587281,Series Địch Công Kỳ Án: Thuyền Hoa Án,79200,4.5,4,1587285;1587283;877245;997549;
Sách tiếng Việt ,Sách thiếu nhi ,646713,Phát Triển Trí Não Sớm Cho Trẻ 0-2 Tuổi – Kho Báu Của Bác Lợn,60800,4.7,9,646706;646707;646712;646708;
Sách kinh tế,Bài học kinh doanh,1580689,Mỗi Ngày Một Chút Thôi,99000,5,8,1576145;1580367;1539209;1525329;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,430957,Giải Thích Ngữ Pháp Tiếng Anh (Không CD) - Phiên Bản Chibi,108500,4.6,18,459539;468258;469488;
Sách tiếng Việt ,Sách văn học,441486,Trầm Vụn Hương Phai (Trọn Bộ 2 Tập),219500,4.4,28,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1914389,Luật Của Quý Cô,44250,3,3,1916451;1933177;1916453;
Sách Bà mẹ - Em bé,Sách Làm Cha Mẹ,3087827,Mẹ Biết Lười Con Nên Người,65860,0,0,None
Fiction - Literature,Science Fiction & Fantasy,560860,Harry Potter: Fantastic Beasts And Where To Find Them (Hardback) - The Original Screenplay,418000,4.4,25,923786;315391;603608;565796;
Sách văn học,Tác phẩm kinh điển,1656037,Hai Vạn Dặm Dưới Đáy Biển,26000,4.6,9,1656041;1656039;1656043;1392943;
Dictionary,Oxford Dictionary,393972,Oxford Learner's Pocket Verbs And Tenses,138000,4.5,21,334379;332079;333043;393976;
Sách tiếng Việt ,Sách thiếu nhi ,532138,Con Mèo Triệu Kiếp,58400,4.5,20,None
Sách tiếng Việt ,Sách văn học,583499,Gáy Người Thì Lạnh,42900,4.5,18,386412;475630;391699;470608;
Văn phòng phẩm - Quà lưu niệm,Flashcards,511963,Flashcard Dạy Trẻ Theo Phương Pháp Glenn Doman - Phương Tiện Giao Thông,38000,4.8,5,None
Sách Văn Hoá - Du Lịch,Sách Văn hóa - Du lịch ,2127707,Tôi Đã Đi Du Học Bằng Học Bổng Như Thế Nào? (Tái Bản),59000,4.8,5,2005421;1590663;1661333;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",469700,Mix (Tập 4),9000,4.7,3,None
"Truyện Tranh, Manga, Comic",Các Truyện Tranh Khác,2387985,Cardcaptor Sakura - Thẻ Bài Pha Lê (Tập 2),17800,4.9,8,2387987;2387983;2387981;2387989;
Văn học nước ngoài,Tiểu thuyết ,1314621,Ông Xã Là Phúc Hắc Đại Nhân (Trọn Bộ 2 Tập),134250,4.6,21,1288239;1287205;1017113;1287217;
Văn học nước ngoài,Trinh thám - Phiêu lưu,1823525,Series Địch Công Kỳ Án: Đạo Quán Có Ma,63200,3.5,4,1823527;1944327;1944329;1950449;
Văn học Việt Nam,Truyện trinh thám - Phiêu lưu,2202109,Trở Về Nơi Hoang Dã,80300,4.4,6,2202105;2202111;2158833;2202107;
Sách tiếng Việt ,Sách Lịch sử,380277,Lịch Sử Nội Chiến Ở Việt Nam Từ 1771 Đến 1802 (Tái Bản),85410,4.3,18,543031;574759;502280;
Sách thiếu nhi ,Truyện tranh thiếu nhi,1028600,Combo Chuột Típ (Trọn Bộ 17 Cuốn),215000,4.7,7,None
Sách văn học,Light novel,2739435,Khi Hikaru Còn Trên Thế Gian Này…… Aoi,73000,4.4,13,None
Sách tiếng Việt ,Sách thiếu nhi ,412732,Gieo Mầm Tính Cách - Yêu Thương,25200,4.4,13,413162;426823;413167;
Sách tiếng Việt ,Sách văn học,342636,Đảo Giấu Vàng (Đông A),45000,4.6,20,342637;339489;425734;451936;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",921158,One Piece Party (Tập 2),16910,4.9,14,653932;475674;628295;491298;
Sách tiếng Việt ,Sách văn học,433796,Ma Cà Rồng Và Em (Tập 1),108000,4.4,28,469006;484296;450852;413843;
Sách tiếng Việt ,Sách văn học,466683,Cá Hồi,37500,4.4,28,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",2792685,Gintama (Tái Bản) - Tập 6,17800,5,1,None
Sách tiếng Việt ,Sách văn học,521191,Sen (Phiên Bản Bìa Đen) - Tái Bản 2018,66750,5,1,None
Sách kinh tế,Bài học kinh doanh,925909,Nghĩ Giàu Và Làm Giàu (Tái Bản),77000,3,1,899437;1080548;1063974;1040294;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3482797,Bản Hợp Xướng Nobunaga (Tập 10),18000,0,0,None
Sách tiếng Việt ,Sách văn học,400409,Việt Nam Danh Tác - Việc Làng,33750,4.5,23,None
Văn phòng phẩm - Quà lưu niệm,Dụng Cụ Văn Phòng,74322,Bấm Kim Plus ST-010X PP BAG,36000,4.4,25,None
Sách tiếng Việt ,Sách thiếu nhi ,466704,Nhật Ký Ngốc Xít (Tập 4),73000,4.7,17,None
Sách Tham Khảo,Sách tham khảo cấp III,638166,Tự Học Đột Phá Tiếng Anh - Chuyên Đề Đọc Hiểu - Tái Bản (Kèm Video Luyện Thi THPT Quốc Gia),111200,4.3,17,760315;624406;638185;768417;
Sách tiếng Việt ,Sách Chính Trị - Pháp Lý,375708,Tủ Sách Triết Học Phương Đông: Nhập Môn Triết Học Đông Phương,46800,4.5,18,None
Nhà Sách Tiki,Văn phòng phẩm - Quà lưu niệm,650955,Bộ Bookmark Fairy Corner Kindly BM14RE006,26500,4.5,16,None
Văn học thiếu nhi,Văn học Việt Nam,989949,Con Nít Con Nôi - Kiddie Kiddo (Song Ngữ Việt - Anh),47600,4.5,19,None
Sách tiếng Việt ,Sách Y Học,421991,Làm Sạch Mạch Máu,48000,4.7,10,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1377479,Tuổi 30 Hoài Bão,55300,4.8,10,1371589;1399375;1380389;1374427;
Sách tiếng Việt ,Sách Khoa Học - Kỹ Thuật,583670,Lỗ Đen: Các Bài Diễn Thuyết Trên Đài,29750,4.6,7,None
Sách tiếng Việt ,Sách văn học,410293,Truyện Kiều (Tái Bản 2014),26600,4.3,28,None
Sách tiếng Việt ,Sách thiếu nhi ,479592,Truyện Cổ Andersen (Minh Long),116000,4.6,11,478373;373354;443997;414148;
None,None,2180103,Bộ Bìa Còng Nhựa Campus Loose-Leaf LLBN-26-WE,88000,4.5,8,None
Sách văn học,Du ký,3281227,Ngày Mai Vẫn Là Tuổi Trẻ,103350,2.8,4,None
Sách tiếng Việt ,Sách văn học,401984,Tự Truyện Của Một Yogi,90000,4.3,20,414680;421531;373465;421533;
Sách tiếng Việt ,Sách văn học,455217,1/2 Hoàng Tử (Tập 5),45500,4.8,19,443069;409539;472480;561923;
Sách tiếng Việt ,Sách văn học,584781,Eva Goes Solo - “Nữ Hoàng Số Nhọ” Trên Đất Nhật,58100,4.8,19,None
Văn phòng phẩm - Quà lưu niệm,Sổ Tay Các Loại,423113,Sổ Tay Xe Cổ - I Love Honda,41000,4.8,19,None
Sách kinh tế,Sách kinh tế học,1256319,Phù Thủy Sàn Chứng Khoán,147000,4.3,12,1256315;1028661;1325979;1387547;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",633324,One Punch Man (Tập 4),17800,4.9,9,None
Sách tiếng Việt ,Sách văn học,421533,Tâm Thành Lộc Đời - Bìa Cứng,142500,5,14,373350;421531;370856;373465;
Fiction - Literature,Science Fiction & Fantasy,556683,Miss Peregrine's Peculiar Children: Boxed Set,508000,5,13,None
Sách tiếng Việt ,Sách kinh tế,433289,Ai Hiểu Được Khách Hàng Người Ấy Bán Được Hàng,61000,4.2,9,686464;566261;474820;433287;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1590657,Quẳng Gánh Lo Đi Và Vui Sống - Những Bí Quyết Để Sống Vui Vẻ Và Hạnh Phúc (Bìa Cứng),50350,4.3,4,1590655;1661229;1511363;1629489;
Sách kinh tế,"Sách quản trị, lãnh đạo",992029,Tự Phát Triển 101 – Những Điều Nhà Lãnh Đạo Cần Biết,35400,5,5,992021;992001;991983;1208799;
Văn học Việt Nam,Truyện ngắn – Tản văn ,899354,Đừng Coi Ai Đó Là Cả Thế Giới,56250,4,15,963270;938522;895230;
Nhà Sách Tiki,Văn phòng phẩm - Quà lưu niệm,504120,Bộ Bookmark Fairy Corner - Song Of The Sea (4 Cái),26500,4.5,24,None
Văn học nước ngoài,Tự truyện - Hồi ký ,3481533,Benjamin Franklin: Cuộc Đời Một Người Mỹ,272000,5,2,None
Sách tiếng Việt ,Sách Tham Khảo,569353,Bí Quyết Chinh Phục Môn Ngữ Văn Bằng Sơ Đồ Tư Duy,180000,5,14,515812;515735;515808;
Sách tiếng Việt ,Sách văn học,512703,Danh Tác Việt Nam - Số Đỏ,29000,5,1,512679;535005;514464;
Sổ Tay Các Loại,Sổ tay ghi chú,3481205,Sổ Tay Mini ANGIAART - Magic Eye (14 x 9cm),9000,5,1,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3009835,Dòng Sông Huyền Bí (Tập 18),20000,5,1,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1933173,Sống Đơn Giản Cho Mình Thanh Thản ,45000,5,1,2069357;1732777;2149525;
Sách thiếu nhi ,Sách học ngoại ngữ thiếu nhi,3035773,Ai Cũng Nhìn Thấy Chú Mèo – They All Saw A Cat,29250,0,0,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3583551,Tiểu Hòa Thượng - Tập 20,16020,0,0,None
Sách tiếng Việt ,Sách Bà mẹ - Em bé,438310,Dạy Con Tập Bơi,59250,4.5,23,430070;399386;560507;408180;
Sách tiếng Việt ,Sách văn học,433031,Vụ Án (Tái Bản 2018),60000,4.3,22,466701;568955;605706;
Sách tiếng Việt ,Sách văn học,416675,Ông Già Và Biển Cả (Sách Bỏ Túi),17500,4.7,17,404505;345715;403773;
Sách tiếng Việt ,Sách văn học,475688,Lỗi Ở Yêu Thương - Về Nhà Với Mẹ,55300,4.6,23,None
Sách Kiến Thức Tổng Hợp,Sách Phong Thủy - Kinh Dịch,1314617,Duyên Phận Tarot,54600,4.9,12,1339619;1038084;1038602;
Sách tiếng Việt ,Sách văn học,463494,Cửa Tiệm Thời Gian,63750,4.5,26,None
Sách tiếng Việt ,Sách Học Ngoại Ngữ,433241,130 Đề Mục Ngữ Pháp Tiếng Anh Thông Dụng (Tái Bản 2015 - Không CD),89000,4.1,15,430956;425214;403875;
Sách tiếng Việt ,Sách thiếu nhi ,393786,Danh Nhân Thế Giới - Napôlêông (2014),17500,4.4,8,None
Sách tiếng Việt ,Sách văn học,459647,Combo Thời Thơ Ấu + Những Cuộc Phiêu Lưu Của Tom Sawyer,115500,4.7,18,459659;459693;459695;459698;
Sách văn học,Truyện tranh,818106,Cô Dâu Pháp Sư - Tập 3,26250,4.8,17,817974;817908;1028558;1031996;
Sách tiếng Việt ,Sách Chính Trị - Pháp Lý,470751,Bộ Luật Dân Sự,40000,4.7,10,None
Bút - Viết các loại,Bút chuyên dụng,111546,Bút Ghi Trên Đĩa Marvy Đầu Kim - 2600S,16000,4.6,22,None
Sách kỹ năng - Sống đẹp,Sách nghệ thuật sống đẹp,876122,Sức Mạnh Niềm Tin (Tái Bản ),44800,4.2,5,876460;702722;486513;707569;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",1689849,Fujiko F Fujio Đại Tuyển Tập - Doraemon Truyện Ngắn (Tập 4),129050,4.5,14,1689853;1689855;1689843;1689845;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",655743,One-Punch Man - Tập 6,17800,4.9,8,689034;617391;648662;718363;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414856,Thám Tử Lừng Danh Conan Tập 25 (Tái Bản 2014),16020,4.9,7,414813;414897;414894;414866;
Sách tiếng Việt ,Sách văn học,394571,Cánh Cửa Mở Rộng - Chín Mươi Ba,124020,4.8,16,382544;441836;403507;337968;
Sách tiếng Việt ,Sách văn học,450685,Hẹn Với Thần Chết,74100,4.6,16,434171;450679;434170;460589;
Sách kinh tế,Sách kỹ năng làm việc,1006197,Lý Gia Thành – “Ông Chủ Của Những Ông Chủ” Trong Giới Kinh Doanh Hồng Kông (Tái Bản 2017),97300,2.5,2,1006209;1205107;1339061;826459;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1725009,Cứ Bay Rồi Sẽ Cao,63000,4.6,11,1700597;1725015;1725007;1702829;
Sách tiếng Việt ,Sách kỹ năng - Sống đẹp,530097,Đàn Ông Sao Hỏa - Đàn Bà Sao Kim (Tìm Lại Tình Yêu) (Tái Bản 2016),77000,4.2,11,None
Sách tiếng Việt ,Sách thiếu nhi ,447016,Trắc Nghiệm Toàn Diện Về Bách Khoa Tri Thức,187500,4.8,15,646294;709354;752476;709361;
Sách tiếng Việt ,Sách thiếu nhi ,426823,Gieo Mầm Tính Cách - Mạnh Mẽ,22400,4.4,13,413162;434242;412732;
Văn học nước ngoài,Tiểu thuyết ,1352333,Nắp Biển,44000,4.4,13,1007205;1363603;1410123;
Sách tiếng Việt ,Sách văn học,401758,Trung Tâm Phục Hồi Cảm Xúc Hậu Thất Tình,45000,4.6,21,460233;385157;394715;
Sách tiếng Việt ,Tạp Chí - Catalogue,436537,Nhà Báo Điều Tra.,29250,4.4,24,None
Sách tiếng Việt ,Sách kinh tế,549884,Người Bán Hàng Vĩ Đại Nhất Thế Giới (Tái Bản),36000,4.7,9,None
Sách tiếng Việt ,Sách kỹ năng - Sống đẹp,469897,"I Can Do It - Tin Vào Chính Mình (Kèm CD, Song Ngữ Anh - Việt) - Tái Bản 2016",43800,4.5,15,532661;525295;470173;
Sách tiếng Việt ,Sách kỹ năng - Sống đẹp,533909,Những Bài Học Cuộc Sống (Tái Bản),30800,4.5,7,None
Văn học nước ngoài,Tiểu thuyết ,4546519,Box Set - Tớ Muốn Ăn Tụy Của Cậu (Trọn Bộ 2 Tập),50400,4.9,17,None
Sách Học Ngoại Ngữ,Sách Học Tiếng Hàn,2458673,Combo Trọn Bộ Cẩm Nang Luyện Thi Topik (2 Cuốn),259000,5,2,None
Sổ Tay Các Loại,Sổ tay ghi chú,3481203,Sổ Tay Mini ANGIAART - Discovery Route (14 x 9cm),9000,4,5,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414842,Thám Tử Lừng Danh Conan Tập 32 (Tái Bản 2014),16020,4.6,14,414825;421496;414767;419521;
Sách tiếng Việt ,Sách văn học,507291,Gửi Thanh Xuân Không Bao Giờ Ngoảnh Lại,39500,4.6,23,None
Sách thiếu nhi ,Văn học thiếu nhi,689419,Charlie Và Nhà Máy Sô Cô La (Ấn Bản Kỉ Niệm 60 Năm NXB Kim Đồng),95200,4.7,12,None
Bút - Viết các loại,Bút viết Thư Pháp,93110,Bút Thư Pháp Artline EK - 242,27000,4.5,20,None
Văn phòng phẩm - Quà lưu niệm,Sổ Tay Các Loại,132722,Sổ Tay Travel More,31000,4.3,29,None
Sách kinh tế,Sách kỹ năng làm việc,2316649,Vận Hành Tinh Gọn,101500,4.8,4,2363009;2254435;2381671;2290081;
Fiction - Literature,Science Fiction & Fantasy,904326,Harry Potter Part 3: Harry Potter And The Prisoner Of Azkaban (Hardback) - Illustrated Edition,539000,5,15,924024;603587;565804;603543;
Sách thiếu nhi ,Kiến thức - Bách khoa,596556,Thế Giới Xe Công Trình - Xe Chở Nước Đáng Mến,21000,4.8,5,596501;596567;596434;596463;
Sách thiếu nhi ,Văn học thiếu nhi,860778,Chuyện Con Chó  Tên Là Trung Thành,29250,3.9,18,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1725015,Sống Ở Thể Chủ Động,62300,4.7,15,1725007;1725005;1700597;1725009;
Sách tiếng Việt ,Sách văn học,427295,Gulliver Du Ký (Đinh Tị Books),62300,4.4,26,472278;469424;541348;442288;
Sách tiếng Việt ,Sách kinh tế,687551,Sống Theo Phương Thức 80/20 - Living The 80/20 Way (Tái Bản 2017),48000,4.7,8,598974;837604;576378;613929;
Sách văn học,Tiểu thuyết tình cảm,2141119,Giammilia - Truyện Núi Đồi Và Thảo Nguyên,20700,4.4,5,2141121;2111677;2120371;2128531;
Sách tiếng Việt ,Sách Y Học,442496,Già Sao Cho Sướng,65250,4.5,13,340019;439195;446358;
Sách tiếng Việt ,Sách văn học,392664,Thiết Hồn Ảnh,33750,4.8,10,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",393996,Doraemon - Truyện Dài - Tập 3 - Nobita Thám Hiểm Vùng Đất Mới (2014),14240,4.8,16,393911;393907;393931;393930;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,437397,Collins English For Exams - Vocabulary For IELTS (Kèm CD),115200,4.4,6,463727;365800;416764;468447;
Sách tiếng Việt ,Điện Ảnh - Nhạc - Họa,467880,Sắc Màu Rực Rỡ (Sách Tô Màu Dành Cho Người Lớn),79920,4.7,18,452899;452895;467889;452384;
Sách tiếng Việt ,Sách Thường Thức - Đời Sống,441886,Mật Mã Yêu Thương - Vị Yêu (2015),171500,4.7,18,556448;574224;361917;573835;
Sách tiếng Việt ,Sách văn học,392558,Tiểu Thư Bình Tĩnh,90350,3.9,47,549211;500452;444903;442740;
Văn học Việt Nam,Truyện ngắn – Tản văn ,1044668,Lão Hạc,19000,4.1,21,1044672;1044666;1044670;478620;
Sách kinh tế,Sách kỹ năng làm việc,3284727,Lời Từ Chối Hoàn Hảo (Tái Bản 2018),77000,3.5,2,None
Sách tiếng Việt ,Sách kinh tế,361761,Sơ Đồ Tư Duy (Ấn Bản Màu),287000,4.8,14,451691;403652;413935;339792;
Văn phòng phẩm - Quà lưu niệm,Dụng Cụ Văn Phòng,452328,Dao Rọc Giấy Mesa AL-100P,8000,4.9,9,None
Sách tiếng Việt ,Sách văn học,420537,Sao Thầy Không Mãi Teen Teen (Bìa Cứng),87500,4.4,27,417771;443149;380059;
Sách Tham Khảo,Sách Luyện Thi Đại Học - Cao Đẳng,1502601,Chinh Phục Đề Thi Vào 10 Môn Anh,97300,5,10,1502597;1502599;1310705;1310711;
Sách văn học,Truyện tranh,3743055,Giấc Mộng Thần Tượng - Tập 1,64500,5,10,None
Sách tham khảo cấp II,Sách Tham Khảo Lớp 8,3055213,Big 4 Bộ Đề Tự Kiểm Tra 4 Kỹ Năng Nghe - Nói - Đọc - Viết (Cơ Bản Và Nâng Cao) Tiếng Anh Lớp 8 Tập 2,48300,4.5,2,None
Sách văn học,Truyện tranh,1707561,Trang Nhất Toàn Là Hắn - Tập 3,80000,4.7,14,1705133;1702825;1696343;1682017;
Sách tiếng Việt ,Sách thiếu nhi ,569276,Big Book Of Big Dinosaurs - Cuốn Sách Khổng Lồ Về Các Loài Khủng Long,112500,4.5,16,569325;569303;565652;
Business & Economics,Investment and Entrepreneurship,1056116,"Zero To One: Notes On Start Ups, Or How To Build The Future",229000,5,2,None
Sách thiếu nhi ,Truyện tranh Ehon,1362575,Ehon Nhật Bản - Giày Nhỏ Đi Thôi (Tái Bản),18000,5,1,1218729;1227669;1218731;
Sách tiếng Việt ,Sách Tôn Giáo - Tâm Linh,3310205,Biểu Tượng Thần Thoại Về Chư Thiên & Chư Vật Phật Giáo,102000,5,1,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3716881,Bản hợp xướng Nobunaga (Tập 11),18000,0,0,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",369373,Học Sinh Chân Kinh - Tập 3: Gót Hồng Lên Ngôi,35000,4.7,19,371125;367633;449265;446185;
Sách tiếng Việt ,Sách Văn Hoá - Du Lịch,573716,Tarot Nhập Môn,77380,4.7,12,567466;565746;574728;406968;
Sách Tham Khảo,Sách Luyện Thi Đại Học - Cao Đẳng,705328,Combo Chinh Phục Bài Thi THPT Quốc Gia - Trắc Nghiệm Toán (Tặng Sổ Tay),178800,4.6,12,None
Bút - Viết các loại,Bút Bi - Ruột Bút Bi,465200,Vỉ 3 Bút Đùn Thiên Long TL-093 - Đỏ,7000,4.4,3,None
Sách tiếng Việt ,Sách thiếu nhi ,373763,100 Câu Chuyện Hay Dành Cho Bé Trai,45500,4.8,8,450735;373765;490505;442114;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",472917,Mix (Tập 5),9000,4,1,None
Móc Khóa - Phụ Kiện Trang Trí,Móc Khóa   ,917350,Móc Khóa Gà Đẻ Trứng,15000,4.4,12,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",2612639,Gintama - Tập 5,17800,4.4,5,None
Sách tiếng Việt ,Sách văn học,391069,Sơn Nam - Lịch Sử Khẩn Hoang Miền Nam (Tái Bản),62400,4.5,20,None
Sách tiếng Việt ,Sách văn học,484459,Để Em Khỏi Lạc Trong Khu Phố,36750,4.3,21,None
Sách tiếng Việt ,Sách Bà mẹ - Em bé,532292,Học Montessori Để Dạy Trẻ Theo Phương Pháp Montessori - 100 Hoạt Động Montessori: Con Không Cần iPad Để Lớn,54500,4.4,8,532298;532293;532279;557049;
Văn học nước ngoài,Tự truyện - Hồi ký ,725338,Penso Quidi Gioco Tôi Tư Duy Là Tôi Chơi Bóng,117600,4.5,21,927064;966548;901048;900020;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",1005470,Inuyasha - Tập 2 (Bản Đặc Biệt),60000,4.9,15,1029088;1005148;551563;576362;
Fiction - Literature,Science Fiction & Fantasy,435249,Harry Potter Part 5: Harry Potter And The Order Of The Phoenix (Paperback),164990,4.8,15,2466511;2466509;2465251;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414817,Thám Tử Lừng Danh Conan Tập 76 (Tái Bản 2014),16020,4.9,12,414897;414735;414929;414813;
Sách tiếng Việt ,Sách văn học,467924,Ma Trận Án (Tập 1),74460,4.6,20,467927;420273;420272;
Sách tiếng Việt ,Sách văn học,448525,Tôi Mang Thai Đứa Con Của Chị Gái,44250,4.3,30,403070;407127;340146;439671;
Sách Lịch sử,Lịch Sử Thế Giới,1986171,Đợt Tuyệt Chủng Thứ 6,95460,5,3,1953893;1953863;1986173;2013683;
Văn học phương Tây,Văn học phương Tây kinh điển,2126099,Sáu Người Đi Khắp Thế Gian (Tập 1) - Tái Bản 2018,69350,5,2,2126097;2126107;2126101;2126105;
Sách Bà mẹ - Em bé,Sách Làm Cha Mẹ,2636023,Đồng Hành Du Học Cùng Con,102120,5,1,None
Sách văn học,Truyện ngắn - Tản văn,851097,Ngang Qua Thế Giới Của Em,87000,4.6,14,963045;973516;1069434;
Luyện Thi Chứng Chỉ Tiếng Anh,IELTS,2267699,Cambridge IELTS 11 Academic,125000,0,0,2267173;2268213;2137775;2137773;
Sách văn học,Truyện trinh thám,626789,Pháo Đài Số,122500,4.3,15,683220;449724;573717;509938;
Sách tiếng Việt ,Sách Y Học,391050,Mang Thai Thành Công - 280 Ngày Mỗi Ngày Đọc 1 Trang,74000,4.6,10,340305;391054;375266;
Sách Học Ngoại Ngữ,Sách Học Tiếng Hoa,1580387,Quick Chinese – Nói Tiếng Trung Cấp Tốc (Kèm CD),157900,4.7,12,None
Sách tiếng Việt ,Sách văn học,430597,Allegiant - Những Kẻ Trung Kiên,113100,4.3,29,None
Sách tiếng Việt ,Sách Học Ngoại Ngữ,350128,Bài Tập Thành Ngữ Tiếng Anh,22400,4.3,22,462200;508857;379243;392292;
Sách tiếng Việt ,Sách văn học,459698,Combo Túp Lều Bác Tôm + Không Gia Đình,163500,4.6,22,459647;462444;459667;
Sách tiếng Việt ,Sách kinh tế,448501,Tôi Là Jack Ma,90000,3.7,57,532923;535137;343554;
Sách tiếng Việt ,Sách Thường Thức - Đời Sống,492302,I Love Cookbook - Khu Vườn Dâu Đỏ,147000,4.7,18,534331;458116;473756;
Sách thiếu nhi ,Truyện tranh Ehon,1060870,Tiến Lên Xe Cứu Hỏa,35770,4.9,10,1060858;1060876;1060864;831415;
Sách tiếng Việt ,Sách thiếu nhi ,393790,Danh Nhân Thế Giới - Êđixơn (2014),17500,4.4,12,393788;393789;393787;
"Truyện Tranh, Manga, Comic",Các Truyện Tranh Khác,2213439,Gintama - Tập 3,16000,4.9,7,2213443;2213445;2213437;2213447;
Sách tiếng Việt ,Sách văn học,339489,Ngựa Ô Yêu Dấu,38500,4.6,21,342636;342637;575942;575788;
Sách tiếng Việt ,Sách văn học,404268,Phù Sinh Ngoại Truyện - Bảy Đêm,82500,4.6,21,444903;432948;549211;
Sách Bà mẹ - Em bé,Sách Thai Giáo,655675,Con Sẽ Là Một Em Bé Hạnh Phúc,59250,4.3,17,716371;1589575;1378435;
Bút - Viết các loại,Bút viết Thư Pháp,93131,Bút Thư Pháp Artline EK - 243,27000,4.4,24,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",365724,Học Sinh Chân Kinh - Tập 1: Muôn Sự Tại Nhân,35000,4.1,38,390146;477074;421526;
Sách tiếng Việt ,Sách kỹ năng - Sống đẹp,391054,Tìm Lại Cái Tôi Đã Mất,35750,4.4,15,391048;645041;645083;548139;
Sách tiếng Việt ,Sách kinh tế,553607,Tất Cả Chúng Ta Đều Hành Xử Cảm Tính,136900,4.5,8,787785;562047;580061;551919;
Sách tiếng Việt ,Sách văn học,316376,Cảm Ơn Ký Ức (Tái Bản),37500,4.4,22,339956;352366;340513;363789;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414918,Thám Tử Lừng Danh Conan Tập 29 (Tái Bản 2014),16020,4.4,13,414713;414880;419527;414722;
Văn phòng phẩm - Quà lưu niệm,Máy Tính Điện Tử,575901,Decal Máy Tính Tokyo Ghoul 009,25000,4.9,11,None
Sách tiếng Việt ,Sách văn học,451597,Lam Ngọc,67500,4.6,21,391193;467580;459270;
Giấy các loại,Giấy in - Fax - Photo,394473,Giấy Photo IK Plus A4 DL70,79000,4.1,19,None
Sách thiếu nhi ,Mẫu giáo (0 - 6 tuổi),828615,Lift - The – Flap - Lật Mở Khám Phá - The Body - Cơ Thể Người,112500,4.4,11,895395;897987;972403;972401;
Sách tiếng Việt ,Sách văn học,480202,Hồ (The Lake),42000,4.5,15,550800;520921;441075;
Sách văn học,Truyện tranh,1586323,Hãy Mang Anh Trai Tôi Đi (Tập 2),69300,4.2,26,1589627;1636767;1578835;1540523;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,604333,Bộ Đề Bồi Dưỡng Học Sinh Giỏi Tiếng Anh Toàn Diện Lớp 8,53000,4.6,13,403875;499618;435078;442584;
Văn phòng phẩm - Quà lưu niệm,Dụng Cụ Học Sinh,474031,Tập Vẽ Lò Xo Takeyo B5 50 Tờ 8523 (Giao Mẫu Ngẫu Nhiên),50000,4.6,13,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",421501,Thám Tử Lừng Danh Conan 31 (Tái Bản 2014),16020,5,8,414735;414825;419521;414863;
Sách tham khảo cấp II,Sách Tham Khảo Lớp 8,3055211,Big 4 Bộ Đề Tự Kiểm Tra 4 Kỹ Năng Nghe - Nói - Đọc - Viết (Cơ Bản Và Nâng Cao) Tiếng Anh Lớp 8 Tập 1,55200,0,0,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",440945,Thám Tử Kindaichi (Tập 3) - Vụ Án Tuyết Dạ Xoa,25000,4.7,17,438469;465124;443868;444749;
Sách tiếng Việt ,Sách văn học,413415,Ai Cho Em Nằm Trên,60900,4.7,19,425946;455120;439972;527191;
