Category,Sub Category,Product_id,Product_name,Price,Rating_value,Rating_count,Frequently_bought_together
Văn học nước ngoài,Truyện ngắn,595732,Nơi Tình Yêu Ngang Qua,96750,4.6,24,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",617391,One Punch Man (Tập 3),17800,5,8,648662;655743;689034;704410;
Sách văn học,Tác phẩm kinh điển,874800,Ông Già Và Biển Cả,19250,4.6,14,1020466;867543;884432;1044664;
Sách tham khảo cấp II,Sách Tham Khảo Lớp 6,3055205,Big 4 Bộ Đề Tự Kiểm Tra 4 Kỹ Năng Nghe - Nói - Đọc - Viết (Cơ Bản Và Nâng Cao) Tiếng Anh Lớp 6 Tập 2,37950,0,0,None
Sách tiếng Việt ,Sách văn học,441936,Ngày Mai Tôi Sẽ Khác,67500,4.4,32,None
Sách văn học,Văn học nước ngoài,890414,Dear Your Love - Gửi Người Yêu Dấu,83300,5,15,1028704;868911;741765;980698;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414761,Thám Tử Lừng Danh Conan Tập 4 (Tái Bản 2014),16020,4.7,17,414745;414720;414872;414711;
Sách tiếng Việt ,Sách thiếu nhi ,419653,Tuổi Thơ Dữ Dội (Tập 2) - Tái Bản 2014,55000,4.9,13,419651;604113;626593;
Sách thiếu nhi ,Truyện tranh thiếu nhi,914486,Ehon - Cây Sồi,35100,4.9,13,914464;914502;962244;1028600;
Sách tiếng Việt ,Sách kinh tế,418288,Chàng Trai Harvard Thua Tại Vạch Xuất Phát,90300,4.3,33,None
Sách tham khảo cấp III,Sách Tham Khảo Lớp 12,1669247,Công Phá Đề Thi THPT Quốc Gia 2018 Môn Vật Lý,79000,4.8,17,1651753;1617479;1658003;1672139;
Sách tiếng Việt ,Sách văn học,423928,Vân Trung Ca (Tập 1),88200,5,16,None
Sách Tham Khảo,Sách Luyện Thi Đại Học - Cao Đẳng,1310705,Mega Luyện Đề THPTQG 2018 Sinh Học – Tích Hợp Video Bài Giảng 8+,117000,3.7,12,1310711;1502597;1502599;
Sách tiếng Việt ,Sách văn học,478632,Lỗi Ở Yêu Thương - Về Nhà Với Mẹ (Kèm CD),62300,4.6,24,475688;433775;509685;
Sách tiếng Việt ,Sách văn học,539429,Sư Phụ,125000,4.6,24,None
Sách tiếng Việt ,Sách kinh tế,613929,Xây Dựng Một Nhóm Kinh Doanh Thành Công (Tái Bản),40000,4.5,8,576378;577319;598974;687551;
Sách văn học,Light novel,1540523,Hành Trình Đến Tận Cùng Thế Giới,57000,4.3,28,1578835;1578385;1618169;1639717;
Dictionary,Oxford Dictionary,332081,Oxford Learner's Thesaurus with CD-ROM,275000,4.8,15,1822907;368503;334381;332526;
Sách tiếng Việt ,Sách văn học,2496281,Đồi Gió Hú (Tái Bản),81000,4.3,3,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,3158001,"Ngoảnh Mặt Làm Ngơ, Bơ Đi Mà Sống",51750,5,6,None
Sách tiếng Việt ,Sách văn học,391265,Sơn Nam - Hương Rừng Cà Mau,156000,4.9,14,391266;483684;475396;403829;
Điện Ảnh - Nhạc - Họa,Mỹ Thuật - Kiến Trúc,3560219,Kỹ Thuật Vẽ Sơn Dầu,164500,5,2,None
Sách Bà mẹ - Em bé,Sách Làm Cha Mẹ,2210147,Nuôi Dạy Một Dứa Trẻ Hạnh Phúc,106560,5,2,2126453;1826659;2063591;1914951;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,2904199,Khi Mây Đen Kéo Tới,47600,4,5,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3583545,Câu Chuyện Tình Tôi - Tập 4,16020,0,0,None
Sách kinh tế,Bài học kinh doanh,2120369,Donald Trump - Chiến Lược Đầu Tư Bất Động Sản (Tái Bản 2018),77400,0,0,2120183;2100769;2106855;2120365;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3326679,Bách Quỷ Dạ Hành Ký - Tập 16,24920,0,0,None
Sách tiếng Việt ,Sách Bà mẹ - Em bé,340038,Dạy Trẻ Biết Đọc Sớm,46400,4.7,17,425939;532013;437055;557049;
Sách văn học,Truyện ngắn - Tản văn,1578087,Tôi Chỉ Muốn Một Mình Sống Trong Trái Tim Em,77400,4.7,17,1606921;1577553;1575871;1595605;
Sách tiếng Việt ,Sách văn học,518159,Ai Là Mẹ Anh?,93000,4.6,23,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414785,Thám Tử Lừng Danh Conan Tập 34 (Tái Bản 2014),16020,4.7,13,414844;414889;414927;414729;
Sách văn học,Tiểu thuyết tình cảm,614856,"Nghìn Ngày Nước Ý, Nghìn Ngày Yêu",50250,4.2,13,713999;1069438;713918;391896;
Sách tiếng Việt ,Sách văn học,393617,Lạc Chốn Phù Hoa - Tập 1,89250,4.4,30,434984;399216;525049;405133;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",512411,Magic Kaito - Treasured Edition (Tập 4),22250,4.8,17,512409;512406;512407;414847;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,2071483,Lẽ Phải Của Phi Lý Trí (Tái Bản 2018),95000,4,1,2071481;2071465;2071461;2071463;
Sách kinh tế,Sách kỹ năng làm việc,3344783,Cẩm Nang Kinh Tế Học,152000,3.7,3,None
Sách tiếng Việt ,Sách thiếu nhi ,453905,John Đi Tìm Hùng,50000,4.7,20,567609;476098;476096;
Bút Chì Màu - Bút Lông Màu - Sáp Màu,Cọ Vẽ - Màu Nước,465885,Màu Nước Thiên Long WACO 05 (12 Màu),52000,4.4,9,None
Sách tham khảo cấp III,Sách Tham Khảo Lớp 10,1474497,Công Phá Kỹ Thuật Casio,143000,4.4,27,None
Văn học nước ngoài,Tiểu thuyết ,927146,1Q84  - Tái Bản (Tập 1),91250,4.3,13,927150;927152;1041806;970220;
Sách tiếng Việt ,Sách kinh tế,363376,Khởi Nghiệp Với 100$,65860,3.9,22,393520;532923;343554;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414886,Thám Tử Lừng Danh Conan Tập 78 (Tái Bản 2014),16020,5,11,414880;414706;414726;414921;
Sách tiếng Việt ,Sách văn học,480922,S.C.I Hệ Liệt (Tập 3) - Sát Nhân Ma Thuật,66000,4,30,504858;557519;423780;
Bút - Viết các loại,Bút Chì - Ruột Bút Chì,161345,Bút Chì Kim Pentel - PD275T,41800,4.6,19,None
Sách tiếng Việt ,Sách văn học,440733,Hồng Lâu Mộng (Trọn Bộ 3 Tập),337500,4.5,24,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3054481,Haikyu - Chàng Khổng Lồ Tí Hon - Tập 25,16020,5,3,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3215077,Con Gái Của Ba - Tập 3,19580,5,1,None
Sách tiếng Việt ,Sách Học Ngoại Ngữ,437700,Big Step TOEIC 1 (LC + RC) - Kèm CD,192600,4.6,14,437698;443253;437357;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,2186179,SISU - Vượt Qua Tất Cả - Nghệ Thuật Sống Của Người Phần Lan,61600,4.8,6,2158551;2207931;2228771;
Sách tiếng Việt ,Sách Tham Khảo,515806,Lấy Gốc Siêu Tốc Môn Hóa,200000,4.7,13,515776;478662;441056;499068;
Văn học nước ngoài,Truyện kinh dị,1565103,Đồng Thoại Đen,75000,4.4,23,1429127;1471831;1429125;1535953;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,468561,Ngữ Pháp Tiếng Anh Căn Bản (Tái Bản 2015),51000,4.3,22,459142;468558;499618;379243;
Sách tiếng Việt ,Sách văn học,436543,Nhật Kí Một Người Cô Đơn,50400,4.4,29,515946;479124;425054;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",603549,One Punch Man - Tập 2,17800,4.8,11,648662;617391;718363;
Sách tiếng Việt ,Sách văn học,479432,Mệnh Kỵ Sĩ (Tập 1),53950,4.9,17,479424;516856;358650;480134;
Văn phòng phẩm - Quà lưu niệm,Flashcards,477658,Flashcard Dạy Trẻ Theo Phương Pháp Glenn Doman - Động Vật Hoang Dã,38000,4.2,5,None
Sách văn học,Truyện ngắn - Tản văn,3034997,Mười Ba Lý Do,73000,4,1,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",814920,One Punch Man - Tập 11,17800,4.8,10,752050;921142;872792;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414921,Thám Tử Lừng Danh Conan Tập 27 (Tái Bản 2014),16020,4.8,11,414880;414886;414726;414707;
Sách văn học,Truyện trinh thám,615837,Hoa Mộng Ảo,73550,4.4,16,713907;1059658;467583;997549;
Sách văn học,Tiểu thuyết tình cảm,599991,Cuộc Chiến Siêu Nhiên Giữa Đời Thường (Tập 1),55300,4.6,19,599973;644932;644934;596936;
Sách văn học,Văn học Việt Nam,980916,Truyện Kiều,187500,4.9,15,980922;980920;625490;712800;
Sách tiếng Việt ,Sách Chính Trị - Pháp Lý,572587,Không Có Gì Là Huyền Thoại - Hồi Ký Cựu Tổng Thống Hàn Quốc Lee Myung Bak,72000,4.8,15,None
Sách tiếng Việt ,Sách kinh tế,574693,Làm Chủ Giọng Nói Trong Đầu (Tái Bản 2017),55000,4.5,7,571396;580061;585285;562047;
Bút - Viết các loại,Bút Xóa - Xóa Kéo,466305,Bút Xóa Thiên Long CP05,16000,5,7,None
Văn học Việt Nam,Văn học nhà trường,2147503,Cả một trời yêu,90000,5,6,2254405;2254401;2236753;
Sách Lịch sử,Lịch Sử Thế Giới,2407111,Stalingrad – Trận Chiến Định Mệnh,153500,5,6,2063227;2435551;710787;
Sách văn học,Truyện ngắn - Tản văn,3567259,Buồn Như Thành Phố Mưa Rơi,48000,5,4,None
Văn học thiếu nhi,Văn học nước ngoài,1670619,Charlotte Và Wilbur (Tái Bản 2018),39200,5,4,1664585;1664581;1664557;
Sách tiếng Việt ,Sách văn học,355853,Giã Từ Nước Mắt,68600,4.6,23,368064;415733;369924;376360;
Sách Bà mẹ - Em bé,Sách Làm Cha Mẹ,3159249,50 Bài Học Giáo Dục Từ Người Mẹ Có 3 Con Trai Theo Học Stanford,87000,5,1,None
Sách tham khảo cấp II,Sách Tham Khảo Lớp 9,3055215,Big 4 Bộ Đề Tự Kiểm Tra 4 Kỹ Năng Nghe - Nói - Đọc - Viết (Cơ Bản Và Nâng Cao) Tiếng Anh Lớp 9 Tập 1,55200,0,0,None
Sách Học Ngoại Ngữ,Sách Học Tiếng Hoa,683415,Ngữ Pháp Tiếng Trung Hiện Đại Trung Cấp,83300,4.7,12,None
Sách tiếng Việt ,Sách văn học,316945,Mary Poppins,27750,4.5,20,512042;440656;440650;
Sách văn học,Phóng sự - Ký sự - Bút ký,1615915,Loan - Từ Cuộc Đời Của Một Con Chim Phượng Hoàng,111000,4.8,12,1615867;1533437;1582139;1670613;
Sách tiếng Việt ,Sách văn học,406857,Điểm Dối Lừa (Bìa Mềm),105000,4.1,35,405930;405928;543312;438979;
Sách tiếng Việt ,Sách Y Học,2835343,Sổ tay 5S CHIR,99000,4,3,None
Sách tiếng Việt ,Sách văn học,440373,Bá Tước Monte Cristo,104000,4.4,29,538995;447656;403624;626854;
Sách văn học,Truyện ngắn - Tản văn,1933773,Thanh Xuân Của Chúng Ta Sẽ Dài Bao Lâu? - Tặng Kèm Bộ 5 Postcard “Tuổi Trẻ Mạnh Mẽ”,63000,4.4,21,1954247;1831789;1914497;1943923;
Sách thiếu nhi ,Kiến thức - Bách khoa,1020669,Bách Khoa Khủng Long Toàn Tập,203000,4.8,11,799059;980962;980958;980966;
Sách tiếng Việt ,Sách Học Ngoại Ngữ,483834,500 Câu Hỏi Luyện Thi Năng Lực Nhật Ngữ Trình Độ N3,60840,4.9,10,483821;434228;483871;447740;
Sách tiếng Việt ,Sách văn học,558305,Con Của Noé,44250,4.6,17,545005;561921;891268;
Sách tiếng Việt ,Sách thiếu nhi ,646708,"Phát Triển Trí Não Sớm Cho Trẻ 0-2 Tuổi – Một, Hai, Ba, Bốn Quả Cà Chua Căng Tròn",49600,4.8,8,646712;646713;634169;
Sách Lịch sử,Lịch Sử Thế Giới,1068870,Các Nền Văn Minh Thế Giới - Lịch Sử Cổ Đại (Trọn Bộ 5 Tập),420000,4.8,16,985467;1084816;951003;1067724;
Sách tiếng Việt ,Sách Lịch sử,404649,Các Triều Đại Việt Nam,40000,4.4,16,None
Sách tiếng Việt ,Sách văn học,421623,Series Trường Học Pháp Thuật - Phần 1: Kỳ Thi Sắt,58100,4.2,36,478358;486671;523847;452147;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414707,Thám Tử Lừng Danh Conan Tập 14  (Tái Bản 2014),16020,4.8,15,414880;414726;414886;414921;
Sách tiếng Việt ,Sách văn học,561064,Những Năm Tháng Rực Rỡ,72000,4.9,12,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",2792681,Fujiko F. Fujio Đại Tuyển Tập - Doraemon Truyện Dài - Tập 6,129050,3.7,6,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",434059,Thám Tử Lừng Danh Conan (Tập 81),16020,4.7,16,414706;414880;414810;414745;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",4065495,Hồ Sơ Mật Tập 5,35000,4.5,4,None
Sách Học Tiếng Anh,Ngữ Pháp,2118761,Giải Thích Ngữ Pháp Tiếng Anh (Bài Tập Và Đáp Án ),91000,4.9,6,2210547;2068409;1667141;
Sách kinh tế,"Sách quản trị, lãnh đạo",1208799,Nguyên Lý Quản Trị Chuỗi Cung Ứng,139300,4.5,7,1275577;1355399;1355397;1352343;
Văn phòng phẩm - Quà lưu niệm,Dụng Cụ Văn Phòng,122538,Sổ Đựng Namecard Plus A4-400P- 82-V290,50000,4.9,16,None
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,1699251,15 Nguyên Tắc Vàng Về Phát Triển Bản Thân (Tái Bản 2018),103000,5,4,1699261;1696335;1699259;1699255;
Sách tiếng Việt ,Sách Bà mẹ - Em bé,557049,Nuôi Dạy Bé Trai Theo Cách Mẹ Nhật,58000,5,4,493177;436544;532013;425939;
Sách tiếng Việt ,Sách kinh tế,625841,Lời Thú Tội Mới Của Một Sát Thủ Kinh Tế (Tái Bản),123500,4,10,341526;554940;394877;
Sách tiếng Việt ,Sách kinh tế,433515,Cẩm Nang Tư Duy Phản Biện,12000,3.6,18,None
Sách tiếng Việt ,Sách văn học,413665,Trường Tương Tư (Tập 2) - Tình Sầu,97300,4.6,23,419480;416560;413535;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",421494,Thám Tử Lừng Danh Conan 28 (Tái Bản 2014),16020,4.6,14,414929;414859;414903;414788;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",3830777,Đầu Gấu Và Bốn Mắt – Tập 13,16020,0,0,None
Sách kinh tế,Sách Marketing - Bán hàng ,2072949,GAM7 Book No.9: Content Trong Thời Đại Marketing 4.0,122100,3,3,2203849;2224901;2224903;2224899;
Sách kỹ năng - Sống đẹp,Sách tư duy - Kỹ năng sống,745383,Tuổi Trẻ Khát Vọng Và Nỗi Đau,47600,4.9,14,809630;629201;691854;694094;
Sách tiếng Việt ,Sách kinh tế,531742,Thất Bại Lớn - Thành Công Lớn,97300,4.6,5,371299;556266;607537;
Sách tiếng Việt ,Sách văn học,550800,Romeo Và Juliet,36750,4.9,12,None
Sách tiếng Việt ,Sách kinh tế,442031,Tư Duy Đúng Cách - Tư Duy Logic,28000,4.4,15,442030;442032;394335;365949;
Bút - Viết các loại,Bút Chì - Ruột Bút Chì,293684,Bút Chì Bấm Artline Stix 7050,56000,4.7,18,None
Văn học Việt Nam,Truyện ngắn – Tản văn ,1415395,Ai Cũng Xứng Đáng Được Hạnh Phúc,59250,4.1,27,1403383;1362563;1442771;1468327;
Sách văn học,Truyện ngôn tình,2436115,Bản Thảo Tình Yêu ( 2 Tập),188200,4.9,9,2442163;2393065;2435743;2435523;
Sách tiếng Việt ,Sách kinh tế,545610,Làm Quen Kinh Tế Học Qua Biếm Họa (Tập 1) - Kinh Tế Vi Mô,62780,4.6,7,545618;545638;545625;407596;
Sách tiếng Việt ,Sách thiếu nhi ,443886,Einstein Và Vũ Trụ Giãn Nở,42120,4.6,19,450689;580058;443890;443889;
Fiction - Literature,Science Fiction & Fantasy,1599511,Harry Potter: Fantastic Beasts And Where To Find Them (Hardback) - Illustrated Edition,653000,4.9,15,1599537;1599585;607555;338399;
Sách kinh tế,Sách quản trị nhân lực,4086371,Phong Cách Quản Trị Park Hang Seo - Bí Quyết Thành Công Của Doanh Nghiệp Hàn Quốc,63000,4.8,9,None
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414711,Thám Tử Lừng Danh Conan Tập 46  (Tái Bản 2014),16020,4.8,15,419521;414761;414921;414720;
Sách tiếng Việt ,Sách kinh tế,343298,Khám Phá Ngôn Ngữ Tư Duy,44000,4.1,28,342839;505599;528456;
Sách tiếng Việt ,"Truyện Tranh, Manga, Comic",414897,Thám Tử Lừng Danh Conan Tập 79 (Tái Bản 2014),16020,4.9,11,414817;414894;414910;414735;
Sách tiếng Việt ,Sách kinh tế,419144,Hồi Ký Rich Devos - Con Đường Tỷ Phú,119000,4.8,17,486636;545969;572805;
